Input File,Num Nodes,Num Edges,Forcemode String,elapsed,width,height,iterations,ke,kh,mass,time,coefficientOfRestitution,mus,muk,edgeCharge,finalKineticEnergy,nodeWidth,nodeHeight,nodeCharge,Mirror Symmetry,Translational Symmetry,Rotational Symmetry,Edge Crossings,Angle Deviation From Ideal,Used Width,Used Height,Mean Edge Length,Median Edge Length,Max Edge Length,Min Edge Length,Mean Vertex Distance,Median Vertex Distance,Max Vertex Distance,Min Vertex Distance,Mean Node Degree,Median Node Degree,Max Node Degree,Min Node Degree
test.xml,14,14,H,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9286,0.1429,0.2857,12,0.4804,478.5200,132.5350,140.8932,111.6510,302.8100,43.8432,205.3799,195.9491,479.6771,10.6800,2.0000,2.0000,3,0
