Input File,Num Nodes,Num Edges,Forcemode String,elapsed,width,height,iterations,ke,kh,mass,time,coefficientOfRestitution,mus,muk,edgeCharge,finalKineticEnergy,nodeWidth,nodeHeight,nodeCharge,Mirror Symmetry,Translational Symmetry,Rotational Symmetry,Edge Crossings,Angle Deviation From Ideal,Used Width,Used Height,Mean Edge Length,Median Edge Length,Max Edge Length,Min Edge Length,Mean Vertex Distance,Median Vertex Distance,Max Vertex Distance,Min Vertex Distance,Mean Node Degree,Median Node Degree,Max Node Degree,Min Node Degree
test.xml,18,19,H,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3158,0.2632,0.3158,34,0.4927,473.3450,231.3550,205.2335,174.0234,362.2277,52.3700,224.0189,203.2813,491.1624,2.0429,2.1111,2.0000,4,0
