-0.5424455836372686,0.7822234212683976
-0.42445984371277645,0.9856869816064731
-0.6387137074262188,1
-0.5569570561676691,0.43741280765373025
-0.5806241295239145,0.0375392520548703
-0.8046474163420883,0.10719652409995328
-0.47573607152599384,-0.42270266084478425
-0.6356913354886581,0.22481560298292247
-0.3262992553332543,-0.30671558866921156
-0.6778102593709574,-0.39288472420799214
-0.435796072965399,-0.612379521253487
-0.7594683475634301,-0.7532238277532094
-0.07186029184593978,-0.5866444585230863
-1,-0.784581993790867
-0.9296780103579924,-0.9486893601267492
-0.7605480549282873,-1
0.032740574179473514,-0.7752301115111144
0.2933589912576222,-0.6662537648225817
0.5289378731998851,-0.6226301135831631
0.4814245501631913,-0.8195315554512077
