/Users/felicedeluca/Developer/Eric/K/kcsv/1-0-N-0_svg.csv;0.0909
/Users/felicedeluca/Developer/Eric/K/kcsv/1-0-Q-0_svg.csv;0.1538
/Users/felicedeluca/Developer/Eric/K/kcsv/1-1-E-0_svg.csv;0.6000
/Users/felicedeluca/Developer/Eric/K/kcsv/10-0-N-0_svg.csv;0.3158
/Users/felicedeluca/Developer/Eric/K/kcsv/10-0-Q-0_svg.csv;0.4333
/Users/felicedeluca/Developer/Eric/K/kcsv/10-1-E-0_svg.csv;0.8750
/Users/felicedeluca/Developer/Eric/K/kcsv/2-0-N-0_svg.csv;0.1000
/Users/felicedeluca/Developer/Eric/K/kcsv/2-0-Q-0_svg.csv;0.2941
/Users/felicedeluca/Developer/Eric/K/kcsv/2-1-E-0_svg.csv;0.8000
/Users/felicedeluca/Developer/Eric/K/kcsv/3-0-N-0_svg.csv;0.5000
/Users/felicedeluca/Developer/Eric/K/kcsv/3-0-Q-0_svg.csv;0.2609
/Users/felicedeluca/Developer/Eric/K/kcsv/3-1-E-0_svg.csv;0.9286
/Users/felicedeluca/Developer/Eric/K/kcsv/4-0-N-0_svg.csv;0.2778
/Users/felicedeluca/Developer/Eric/K/kcsv/4-0-Q-0_svg.csv;0.3103
/Users/felicedeluca/Developer/Eric/K/kcsv/4-1-E-0_svg.csv;0.3125
/Users/felicedeluca/Developer/Eric/K/kcsv/5-0-N-0_svg.csv;0.4118
/Users/felicedeluca/Developer/Eric/K/kcsv/5-0-Q-0_svg.csv;0.3824
/Users/felicedeluca/Developer/Eric/K/kcsv/5-1-E-0_svg.csv;0.6667
/Users/felicedeluca/Developer/Eric/K/kcsv/6-0-N-0_svg.csv;0.3684
/Users/felicedeluca/Developer/Eric/K/kcsv/6-0-Q-0_svg.csv;0.3871
/Users/felicedeluca/Developer/Eric/K/kcsv/6-1-E-0_svg.csv;0.8824
/Users/felicedeluca/Developer/Eric/K/kcsv/7-0-N-0_svg.csv;0.6429
/Users/felicedeluca/Developer/Eric/K/kcsv/7-0-Q-0_svg.csv;0.4783
/Users/felicedeluca/Developer/Eric/K/kcsv/7-1-E-0_svg.csv;1.0000
/Users/felicedeluca/Developer/Eric/K/kcsv/8-0-N-0_svg.csv;0.2727
/Users/felicedeluca/Developer/Eric/K/kcsv/8-0-Q-0_svg.csv;0.2500
/Users/felicedeluca/Developer/Eric/K/kcsv/8-1-E-0_svg.csv;0.3333
/Users/felicedeluca/Developer/Eric/K/kcsv/9-0-N-0_svg.csv;0.2308
/Users/felicedeluca/Developer/Eric/K/kcsv/9-0-Q-0_svg.csv;0.3600
/Users/felicedeluca/Developer/Eric/K/kcsv/9-1-E-0_svg.csv;0.7857
