0.11926182843520072,0.6427361386405253
0.45546588777503505,0.19738457617649718
-0.21346295155771555,0.33521677003175787
-0.244399492200277,1
-0.695564894420605,-0.30281032993880064
-0.6566475209661182,-0.8716778668160579
-0.101236182273016,-0.366111381929493
-1,-0.20250992319195182
-0.8571288140813254,0.33140023939925456
-0.22287636773329667,-1
0.2682064424213022,-0.8734057989137236
-0.4289984837717222,-0.6382324017382233
0.3746931609772364,-0.3607703872213729
-0.5431063058952008,-0.09990452143168915
-0.698157645312842,0.8586339002310976
